Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2017-10-09 10:09:47,false,"Washington Running","4.75","350","00:45:06","153","179","--","176","192","9:29","5:27","315","312","0.96","0.0","0.0","0.0","0.0","0.0","45:06","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-07 07:56:48,false,"Washington Running","18.02","1,535","03:08:21","164","193","--","176","230","10:27","3:15","371","374","0.88","0.0","0.0","0.0","0.0","0.0","3:08:21","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-06 12:01:19,false,"Alexandria Running","4.22","315","00:40:01","153","178","--","174","184","9:29","7:54","68","67","0.98","0.0","0.0","0.0","0.0","0.0","40:01","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-04 18:26:37,false,"Washington Running","5.15","381","00:46:08","161","178","--","176","190","8:57","6:29","312","315","1.02","0.0","0.0","0.0","0.0","0.0","46:08","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-10-02 18:24:13,false,"Washington Running","5.51","215","00:50:04","115","143","--","176","236","9:05","6:53","332","331","1.01","0.0","0.0","0.0","0.0","0.0","50:04","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-30 08:08:32,false,"Washington Running","8.02","676","01:14:17","169","195","--","180","214","9:16","6:32","622","622","0.96","0.0","0.0","0.0","0.0","0.0","1:14:17","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-29 17:18:26,false,"Washington Running","4.51","303","00:40:02","150","162","--","178","200","8:52","6:26","296","295","1.02","0.0","0.0","0.0","0.0","0.0","40:02","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-27 18:20:07,false,"Washington Running","4.94","379","00:46:12","161","190","--","174","188","9:21","7:08","332","314","0.99","0.0","0.0","0.0","0.0","0.0","46:12","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-24 09:00:44,false,"Arlington Running","6.29","607","01:15:27","158","179","--","166","176","12:00","7:10","175","372","0.80","0.0","0.0","0.0","0.0","0.0","1:15:27","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-24 08:00:34,false,"Arlington Running","3.13","188","00:26:21","142","154","--","178","192","8:24","6:18","91","295","1.07","0.0","0.0","0.0","0.0","0.0","26:21","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-23 08:17:36,false,"Washington Running","16.02","1,286","02:45:26","158","190","--","174","190","10:20","2:03","320","323","0.90","0.0","0.0","0.0","0.0","0.0","2:45:26","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-20 06:12:18,false,"Washington Running","6.68","598","01:06:41","164","192","--","178","188","9:59","0:26","129","139","0.91","0.0","0.0","0.0","0.0","0.0","1:06:41","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-18 18:39:08,false,"Washington Running","5.07","352","00:50:13","140","153","--","174","244","9:55","3:05","323","321","0.93","0.0","0.0","0.0","0.0","0.0","50:13","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-16 15:04:49,false,"Washington Running","10.06","852","01:38:50","160","187","--","174","196","9:50","5:25","946","920","0.94","0.0","0.0","0.0","0.0","0.0","1:38:50","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-15 17:58:53,false,"Washington Running","3.34","230","00:30:04","144","162","--","174","184","9:00","6:45","165","164","1.03","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-13 06:27:08,false,"Washington Running","6.66","488","01:05:42","146","165","--","176","190","9:52","5:25","127","137","0.93","0.0","0.0","0.0","0.0","0.0","1:05:42","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-11 17:51:24,false,"Washington Running","5.25","302","00:50:22","134","177","--","172","238","9:35","6:56","340","339","0.97","0.0","0.0","0.0","0.0","0.0","50:22","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-09 07:34:47,false,"Washington Running","14.02","1,217","02:23:27","165","191","--","174","186","10:14","2:21","297","299","0.91","0.0","0.0","0.0","0.0","0.0","2:23:27","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-08 18:03:37,false,"Washington Running","4.47","326","00:40:07","160","175","--","174","184","8:59","5:47","271","277","1.03","0.0","0.0","0.0","0.0","0.0","40:07","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-06 18:26:01,false,"Washington Running","6.34","528","01:00:01","166","198","--","172","186","9:28","7:29","358","367","0.98","0.0","0.0","0.0","0.0","0.0","1:00:01","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-04 14:14:07,false,"Washington Running","5.03","409","00:47:11","162","185","--","174","184","9:22","5:53","327","327","0.99","0.0","0.0","0.0","0.0","0.0","47:11","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-02 09:04:49,false,"Washington Running","7.02","416","01:10:58","134","171","--","174","188","10:07","7:07","610","610","0.92","0.0","0.0","0.0","0.0","0.0","1:10:58","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-09-01 16:27:27,false,"Washington Running","3.39","247","00:30:03","162","185","--","180","214","8:52","6:15","179","177","1.01","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-08-30 06:07:23,false,"Washington Running","6.75","435","01:07:30","142","166","--","178","240","10:00","7:25","117","140","0.91","0.0","0.0","0.0","0.0","0.0","1:07:30","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-08-28 05:32:11,false,"Washington Running","4.01","302","00:41:36","153","183","--","176","186","10:22","2:27","263","261","0.88","0.0","0.0","0.0","0.0","0.0","41:36","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-08-26 09:51:59,false,"Washington Running","12.00","947","02:12:45","159","186","--","172","184","11:04","7:35","245","249","0.85","0.0","0.0","0.0","0.0","0.0","2:12:45","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-08-25 18:06:46,false,"Washington Running","4.02","297","00:39:48","161","182","--","174","198","9:54","7:48","267","266","0.93","0.0","0.0","0.0","0.0","0.0","39:48","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-08-23 06:25:02,false,"Washington Running","6.51","605","01:08:35","178","195","--","172","188","10:32","1:53","126","136","0.88","0.0","0.0","0.0","0.0","0.0","1:08:35","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-08-21 18:24:07,false,"Washington Running","4.50","376","00:46:05","168","187","--","170","236","10:14","4:26","248","260","0.92","0.0","0.0","0.0","0.0","0.0","46:05","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-08-19 10:29:50,false,"Washington Running","10.20","1,011","01:51:33","178","204","--","168","182","10:56","5:54","934","922","0.88","0.0","0.0","0.0","0.0","0.0","1:51:33","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-08-16 06:15:50,false,"Washington Running","6.55","591","01:09:07","169","197","--","166","178","10:33","7:58","122","142","0.92","0.0","0.0","0.0","0.0","0.0","1:09:07","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-08-14 05:29:49,false,"Washington Running","4.50","393","00:46:34","164","185","--","166","174","10:20","7:49","318","316","0.94","0.0","0.0","0.0","0.0","0.0","46:34","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-08-12 14:54:50,false,"Washington Running","5.01","400","00:51:54","152","174","--","164","180","10:22","7:59","484","484","0.94","0.0","0.0","0.0","0.0","0.0","51:54","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-08-09 18:18:44,false,"Washington Running","3.26","277","00:31:13","166","195","--","164","180","9:34","7:37","135","131","1.02","0.0","0.0","0.0","0.0","0.0","31:13","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-08-07 17:32:40,false,"Washington Running","3.26","280","00:32:05","165","187","--","164","186","9:51","5:36","155","148","0.99","0.0","0.0","0.0","0.0","0.0","32:05","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-07-07 05:41:50,false,"Washington Running","3.13","277","00:30:02","167","187","--","174","184","9:36","8:17","129","128","0.96","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-07-05 17:34:43,false,"Washington Running","4.51","303","00:43:25","140","171","--","176","240","9:37","7:32","316","313","0.95","0.0","0.0","0.0","0.0","0.0","43:25","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-07-04 08:05:37,false,"AJC Peachtree Road Race: 56:31 ","6.34","516","00:56:43","167","190","--","174","200","8:57","5:38","325","418","1.03","0.0","0.0","0.0","0.0","0.0","56:43","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-07-01 17:54:33,false,"Washington Running","5.01","350","00:48:19","143","163","--","176","188","9:38","7:34","480","477","0.95","0.0","0.0","0.0","0.0","0.0","48:19","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-30 05:37:36,false,"Washington Running","3.15","231","00:30:05","149","168","--","180","188","9:32","7:09","130","128","0.94","0.0","0.0","0.0","0.0","0.0","30:05","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-28 05:18:06,false,"Washington Running","4.51","358","00:43:21","159","182","--","176","192","9:37","6:54","447","452","0.95","0.0","0.0","0.0","0.0","0.0","43:21","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-26 05:27:43,false,"Washington Running","4.02","324","00:39:30","157","182","--","180","238","9:50","6:22","142","142","0.91","0.0","0.0","0.0","0.0","0.0","39:30","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-25 16:24:10,false,"Washington Running","2.01","148","00:18:18","166","185","--","172","180","9:07","6:16","108","105","1.02","0.0","0.0","0.0","0.0","0.0","18:18","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-24 12:18:32,false,"Washington Running","4.34","368","00:41:22","--","--","--","--","--","9:31","1:48","409","399","0.00","0.0","0.0","0.0","0.0","0.0","41:22","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-23 17:56:05,false,"Washington Running","3.25","277","00:31:00","--","--","--","--","--","9:32","4:56","168","164","0.00","0.0","0.0","0.0","0.0","0.0","31:00","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-21 05:50:00,false,"Running","8.00","615","01:17:30","--","--","--","--","--","9:41","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1:17:30","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-19 05:20:34,false,"Washington Running","3.33","275","00:30:00","--","--","--","--","--","9:01","5:03","171","168","0.00","0.0","0.0","0.0","0.0","0.0","30:00","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-13 18:59:24,false,"Washington Running","2.83","240","00:28:59","--","--","--","--","--","10:14","5:46","26","23","0.00","0.0","0.0","0.0","0.0","0.0","28:59","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-12 18:30:23,false,"Washington Running","3.13","263","00:29:36","--","--","--","--","--","9:27","6:55","172","140","0.00","0.0","0.0","0.0","0.0","0.0","29:36","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-03 10:06:46,false,"Washington Running","6.65","550","01:01:23","--","--","--","--","--","9:13","7:06","630","609","0.00","0.0","0.0","0.0","0.0","0.0","1:01:23","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-02 18:18:15,false,"Washington Running","3.25","270","00:30:34","--","--","--","--","--","9:24","4:30","182","173","0.00","0.0","0.0","0.0","0.0","0.0","30:34","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-31 05:55:19,false,"Washington Running","8.02","670","01:21:10","--","--","--","--","--","10:07","6:12","61","132","0.00","0.0","0.0","0.0","0.0","0.0","1:21:10","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-29 11:53:21,false,"Washington Running","3.26","269","00:31:09","--","--","--","--","--","9:34","5:30","114","112","0.00","0.0","0.0","0.0","0.0","0.0","31:09","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-27 13:35:11,false,"Washington Running","7.01","587","01:03:11","--","--","--","--","--","9:00","2:29","656","643","0.00","0.0","0.0","0.0","0.0","0.0","1:03:11","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-26 18:01:36,false,"Washington Running","3.28","276","00:28:58","--","--","--","--","--","8:50","0:27","148","149","0.00","0.0","0.0","0.0","0.0","0.0","28:58","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-24 18:35:07,false,"Washington Running","4.25","355","00:39:18","--","--","--","--","--","9:15","7:36","270","283","0.00","0.0","0.0","0.0","0.0","0.0","39:18","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-22 08:00:06,false,"Elizabethtown Running","3.13","257","00:29:26","--","--","--","--","--","9:24","8:21","71","37","0.00","0.0","0.0","0.0","0.0","0.0","29:26","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-20 15:36:45,false,"Washington Running","6.33","524","01:00:02","--","--","--","--","--","9:29","5:28","581","586","0.00","0.0","0.0","0.0","0.0","0.0","1:00:02","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-18 18:36:28,false,"Washington Running","3.20","270","00:31:09","--","--","--","--","--","9:45","3:38","37","39","0.00","0.0","0.0","0.0","0.0","0.0","31:09","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-17 05:59:16,false,"Washington Running","8.01","669","01:20:45","--","--","--","--","--","10:05","4:53","80","153","0.00","0.0","0.0","0.0","0.0","0.0","1:20:45","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-13 12:06:42,false,"Washington Running","5.02","417","00:46:35","--","--","--","--","--","9:17","0:56","460","457","0.00","0.0","0.0","0.0","0.0","0.0","46:35","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-12 07:46:01,false,"San Francisco Running","3.29","297","00:32:37","--","--","--","--","--","9:55","0:49","39","49","0.00","0.0","0.0","0.0","0.0","0.0","32:37","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-10 05:09:00,false,"Anaheim Running","3.51","292","00:33:24","--","--","--","--","--","9:30","7:10","16","20","0.00","0.0","0.0","0.0","0.0","0.0","33:24","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-04 06:11:38,false,"Washington Running","7.51","631","01:17:32","--","--","--","--","--","10:19","3:39","67","120","0.00","0.0","0.0","0.0","0.0","0.0","1:17:32","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-01 18:52:37,false,"Washington Running","3.01","239","00:38:47","--","--","--","--","--","12:53","7:09","17","26","0.00","0.0","0.0","0.0","0.0","0.0","38:47","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-29 10:53:43,false,"Washington Running","1.02","85","00:10:19","--","--","--","--","--","10:10","8:12","16","--","0.00","0.0","0.0","0.0","0.0","0.0","10:19","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-28 18:31:06,false,"Washington Running","3.01","250","00:28:36","--","--","--","--","--","9:30","8:00","33","30","0.00","0.0","0.0","0.0","0.0","0.0","28:36","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-26 06:10:05,false,"Washington Running","7.51","634","01:17:36","--","--","--","--","--","10:20","3:49","81","142","0.00","0.0","0.0","0.0","0.0","0.0","1:17:36","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-23 08:03:10,false,"Alexandria Running","10.09","833","01:35:41","--","--","--","--","--","9:29","7:45","174","259","0.00","0.0","0.0","0.0","0.0","0.0","1:35:41","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-21 18:04:03,false,"Washington Running","2.03","170","00:18:59","--","--","--","--","--","9:20","5:27","99","108","0.00","0.0","0.0","0.0","0.0","0.0","18:59","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-20 12:52:27,false,"Alexandria Running","2.14","177","00:18:28","--","--","--","--","--","8:37","7:22","9","19","0.00","0.0","0.0","0.0","0.0","0.0","18:28","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-17 18:19:51,false,"Running","4.02","330","00:36:39","--","--","--","--","--","9:07","5:45","334","349","0.00","0.0","0.0","0.0","0.0","0.0","36:39","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-15 10:43:12,false,"Washington Running","7.01","580","01:06:37","--","--","--","--","--","9:30","6:48","597","592","0.00","0.0","0.0","0.0","0.0","0.0","1:06:37","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-05 13:27:05,false,"Alexandria Running","3.42","282","00:30:02","--","--","--","--","--","8:47","3:31","37","29","0.00","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-03 12:56:06,false,"Alexandria Running","3.02","255","00:30:02","--","--","--","--","--","9:57","4:30","23","10","0.00","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-29 11:56:29,false,"Alexandria Running","3.52","292","00:30:03","--","--","--","--","--","8:32","4:35","37","35","0.00","0.0","0.0","0.0","0.0","0.0","30:03","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-27 19:03:14,false,"Washington Running","4.12","344","00:42:38","--","--","--","--","--","10:20","5:12","428","336","0.00","0.0","0.0","0.0","0.0","0.0","42:38","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-25 12:10:27,false,"Washington Running","3.01","257","00:32:08","--","--","--","--","--","10:40","5:14","37","29","0.00","0.0","0.0","0.0","0.0","0.0","32:08","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-23 18:08:59,false,"Washington Running","2.03","170","00:20:47","--","--","--","--","--","10:14","7:52","115","34","0.00","0.0","0.0","0.0","0.0","0.0","20:47","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-19 07:09:55,true,"Publix Georgia Half Marathon 2:27:51","13.37","1,125","02:29:21","--","--","--","--","--","11:10","5:47","539","549","0.00","0.0","0.0","0.0","0.0","0.0","2:29:21","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-13 12:41:32,false,"Alexandria Running","3.06","257","00:30:38","--","--","--","--","--","10:01","7:47","15","15","0.00","0.0","0.0","0.0","0.0","0.0","30:38","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-12 13:27:28,false,"Washington Running","6.01","504","01:05:55","--","--","--","--","--","10:58","6:32","325","318","0.00","0.0","0.0","0.0","0.0","0.0","1:05:55","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-08 12:36:33,false,"Alexandria Running","3.20","263","00:29:59","--","--","--","--","--","9:22","7:18","18","22","0.00","0.0","0.0","0.0","0.0","0.0","29:59","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-06 19:24:32,false,"Washington Running","4.53","384","00:50:24","--","--","--","--","--","11:07","9:40","292","270","0.00","0.0","0.0","0.0","0.0","0.0","50:24","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-04 12:40:11,false,"Washington Running","10.01","830","01:59:30","--","--","--","--","--","11:56","8:19","802","781","0.00","0.0","0.0","0.0","0.0","0.0","1:59:30","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-03 12:00:15,false,"Alexandria Running","3.02","255","00:32:54","--","--","--","--","--","10:54","9:29","15","10","0.00","0.0","0.0","0.0","0.0","0.0","32:54","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-03-01 06:06:37,false,"Washington Running","6.51","549","01:12:42","--","--","--","--","--","11:10","6:16","79","125","0.00","0.0","0.0","0.0","0.0","0.0","1:12:42","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-02-27 18:38:40,false,"Washington Running","4.52","379","00:50:28","--","--","--","--","--","11:11","8:26","379","364","0.00","0.0","0.0","0.0","0.0","0.0","50:28","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-02-26 08:39:46,false,"Washington Running","5.50","450","01:07:27","--","--","--","--","--","12:16","1:14","138","132","0.00","0.0","0.0","0.0","0.0","0.0","1:07:27","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-02-23 12:09:36,false,"Alexandria Running","3.00","254","00:32:48","--","--","--","--","--","10:55","9:39","11","18","0.00","0.0","0.0","0.0","0.0","0.0","32:48","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-02-20 12:20:17,false,"Washington Running","4.27","369","00:45:47","--","--","--","--","--","10:44","3:57","136","138","0.00","0.0","0.0","0.0","0.0","0.0","45:47","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-02-18 11:07:28,false,"Washington Running","9.02","750","01:43:32","--","--","--","--","--","11:29","1:38","242","230","0.00","0.0","0.0","0.0","0.0","0.0","1:43:32","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-02-13 12:36:52,false,"Alexandria Running","4.09","341","00:40:09","--","--","--","--","--","9:50","3:14","37","35","0.00","0.0","0.0","0.0","0.0","0.0","40:09","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-02-11 17:22:12,false,"Washington Running","6.01","499","01:10:00","--","--","--","--","--","11:39","4:22","293","289","0.00","0.0","0.0","0.0","0.0","0.0","1:10:00","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-02-10 12:20:25,false,"Alexandria Running","2.55","207","00:30:07","--","--","--","--","--","11:49","6:41","23","25","0.00","0.0","0.0","0.0","0.0","0.0","30:07","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-02-08 12:42:00,false,"Alexandria Running","4.62","391","00:50:02","--","--","--","--","--","10:50","9:15","32","42","0.00","0.0","0.0","0.0","0.0","0.0","50:02","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-02-06 19:04:04,false,"Washington Running","1.29","102","00:15:40","--","--","--","--","--","12:08","4:54","78","--","0.00","0.0","0.0","0.0","0.0","0.0","15:40","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-02-04 15:39:34,false,"Washington Running","8.03","687","01:36:05","--","--","--","--","--","11:58","3:40","175","168","0.00","0.0","0.0","0.0","0.0","0.0","1:36:05","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-02-02 11:55:24,false,"Alexandria Running","5.25","437","00:50:05","--","--","--","--","--","9:33","1:43","50","64","0.00","0.0","0.0","0.0","0.0","0.0","50:05","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-30 18:29:58,false,"Washington Running","3.60","302","00:40:31","--","--","--","--","--","11:16","6:51","110","114","0.00","0.0","0.0","0.0","0.0","0.0","40:31","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-28 11:24:29,false,"Atlanta Running","8.02","672","01:22:21","--","--","--","--","--","10:16","8:04","204","274","0.00","0.0","0.0","0.0","0.0","0.0","1:22:21","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-25 12:00:49,false,"Alexandria Running","3.63","307","00:40:26","--","--","--","--","--","11:08","7:03","--","--","0.00","0.0","0.0","0.0","0.0","0.0","40:26","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-14 12:12:45,false,"Washington Running","7.01","601","01:17:42","--","--","--","--","--","11:05","2:27","185","146","0.00","0.0","0.0","0.0","0.0","0.0","1:17:42","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-11 13:40:59,false,"Alexandria Running","3.29","271","00:30:04","--","--","--","--","--","9:08","6:58","13","34","0.00","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-06 12:21:25,false,"Alexandria Running","3.30","271","00:30:02","--","--","--","--","--","9:06","5:22","15","7","0.00","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-04 18:32:04,false,"Washington Running","4.01","337","00:40:36","--","--","--","--","--","10:08","6:31","221","214","0.00","0.0","0.0","0.0","0.0","0.0","40:36","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-01-02 13:08:31,false,"Washington Running","3.29","285","00:35:20","--","--","--","--","--","10:45","1:51","36","42","0.00","0.0","0.0","0.0","0.0","0.0","35:20","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-12-31 15:04:45,false,"Washington Running","5.02","425","00:50:00","--","--","--","--","--","9:58","3:29","62","62","0.00","0.0","0.0","0.0","0.0","0.0","50:00","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-12-30 08:05:11,false,"Washington Running","3.01","264","00:30:54","--","--","--","--","--","10:16","4:08","30","39","0.00","0.0","0.0","0.0","0.0","0.0","30:54","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-12-28 18:12:21,false,"Washington Running","4.35","387","00:50:15","--","--","--","--","--","11:32","2:02","81","104","0.00","0.0","0.0","0.0","0.0","0.0","50:15","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-12-27 11:59:28,false,"Alexandria Running","3.25","268","00:30:04","--","--","--","--","--","9:15","7:20","9","13","0.00","0.0","0.0","0.0","0.0","0.0","30:04","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-12-24 16:34:09,false,"Washington Running","5.07","424","00:50:12","--","--","--","--","--","9:54","5:04","42","29","0.00","0.0","0.0","0.0","0.0","0.0","50:12","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-12-21 18:37:11,false,"Washington Running","5.02","427","00:53:44","--","--","--","--","--","10:42","5:58","115","91","0.00","0.0","0.0","0.0","0.0","0.0","53:44","0:00","0.0","0:00","No","00:00.00","--","0.0"
